LA_E_2834763,0.19024882
LA_E_8877452,0.32878113
LA_E_6828287,0.15984854
LA_E_6977360,0.16172837
LA_E_5932896,0.23307186
LA_E_5849185,0.75055635
LA_E_6163791,0.2082525
LA_E_4581379,0.8332635
LA_E_8814547,0.08617221
LA_E_9157999,0.7195059
LA_E_1611480,0.2448374
LA_E_6841754,0.13137232
LA_E_1781840,0.21415411
LA_E_8872199,0.29275337
LA_E_1837629,0.34947118
LA_E_6314733,0.92001975
LA_E_8469141,0.28324404
LA_E_3379393,0.8984875
LA_E_7783830,0.07006141
LA_E_8339197,0.26626205
LA_E_9472752,0.19276965
LA_E_1425990,0.56124026
LA_E_9088738,0.83575314
LA_E_2520601,0.2791031
LA_E_2355000,0.21778697
LA_E_7535126,0.15627168
LA_E_2394352,0.73862743
LA_E_5884357,0.21876839
LA_E_8787897,0.07831032
LA_E_3125426,0.70011955
LA_E_6320499,0.17284256
LA_E_8617121,0.51394135
LA_E_2608310,0.27670747
LA_E_7203940,0.12438261
LA_E_8868279,0.18730734
LA_E_7462445,0.22858153
LA_E_8844552,0.2754639
LA_E_9120891,0.2591021
LA_E_2634822,0.6292373
LA_E_3757378,0.40255037
LA_E_4550461,0.21520987
LA_E_4920751,0.85685486
LA_E_9817776,0.3107382
LA_E_4557471,0.39986366
LA_E_1070406,0.099811845
LA_E_3003752,0.7695682
LA_E_8806575,0.18656337
LA_E_2417530,0.1147986
LA_E_5323454,0.93528455
LA_E_2947508,0.12798461
LA_E_8469160,0.2717824
LA_E_1027220,0.7170362
LA_E_9328266,0.8151601
LA_E_3820322,0.2546903
LA_E_4751686,0.026695441
LA_E_7655544,0.051432364
LA_E_8925219,0.32040876
LA_E_8110643,0.26456466
LA_E_2775552,0.20868962
LA_E_9276097,0.11144484
LA_E_5246322,0.24822283
LA_E_6092883,0.2723115
LA_E_7355163,0.13837305
LA_E_9804952,0.20066841
LA_E_2985346,0.24831647
LA_E_8285179,0.3901533
LA_E_5118048,0.4509144
LA_E_4430413,0.26208064
LA_E_3558965,0.087969534
LA_E_4732931,0.2044316
LA_E_4757272,0.8404218
LA_E_8992946,0.22164142
LA_E_8155315,0.20469016
LA_E_2143322,0.25269508
LA_E_9382115,0.86744124
LA_E_4641783,0.77250856
LA_E_5210371,0.27373365
LA_E_1746654,0.29556078
LA_E_7824929,0.35019752
LA_E_8816717,0.42563745
LA_E_3746504,0.3744367
LA_E_8463157,0.2600623
LA_E_7642353,0.24736744
LA_E_5157926,0.26154467
LA_E_8979583,0.042523343
LA_E_2665242,0.31767657
LA_E_6154503,0.95672566
LA_E_1395552,0.9221784
LA_E_9500557,0.38494626
LA_E_5194826,0.61687446
LA_E_1424685,0.24290745
LA_E_6624193,0.5137857
LA_E_5871315,0.72045153
LA_E_3378367,0.29188144
LA_E_9853957,0.11746677
LA_E_4988348,0.25493884
LA_E_2161075,0.8400647
LA_E_3750625,0.21758768
LA_E_4850719,0.10738226
LA_E_8562955,0.25659788
LA_E_9989698,0.25970122
LA_E_5291521,0.26645327
LA_E_6816952,0.23596174
LA_E_4282641,0.24812023
LA_E_9944556,0.30196646
LA_E_8767294,0.7279979
LA_E_8534064,0.26534998
LA_E_1144382,0.15584815
LA_E_8697552,0.19730483
LA_E_4770782,0.16931762
LA_E_7779557,0.047955714
LA_E_2268693,0.039080787
LA_E_9140267,0.26023
LA_E_9528968,0.7904277
LA_E_2323050,0.43700278
LA_E_4735828,0.109122165
LA_E_3424730,0.07197688
LA_E_8536145,0.24077818
LA_E_2278532,0.32225645
LA_E_1223847,0.70147127
LA_E_5783993,0.9493834
LA_E_8450317,0.22034027
LA_E_2407835,0.21526454
